Id,Title,Rating,Reviews,Image Url,Price
278777281,Queenship and Power: Queenship and the Women of Westeros: Female Agency and Advice in Game of Thrones and a Song of Ice and Fire (Hardcover),0,0,"//i5.walmartimages.com/asr/2aa4ec8f-9d46-4d6e-9fb5-60e55331b55f.347970efeed8db6f5f50a42ca8dcc1db.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/2aa4ec8f-9d46-4d6e-9fb5-60e55331b55f.347970efeed8db6f5f50a42ca8dcc1db.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$54.81
456702615,Medievalism: Medievalism in a Song of Ice and Fire and Game of Thrones (Hardcover),0,0,"//i5.walmartimages.com/asr/d6eb9d75-7c2c-41ca-b5e3-f7f401c127ae_1.ead306a9c83e1a3c9c56c7ad24f92047.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/d6eb9d75-7c2c-41ca-b5e3-f7f401c127ae_1.ead306a9c83e1a3c9c56c7ad24f92047.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$32.36
21133862,A Song of Ice and Fire Campaign Guide: A Game of Thrones Edition,0,0,,$46.63
545851388,Dragon's Hoard: A Song of Ice and Fire Roleplaying Adventure (Other),0,0,"//i5.walmartimages.com/asr/5d7a7ad8-4dbc-4992-bd4a-36a54a4e10d1_1.c2b0c75b44f26303892304543385a1c9.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/5d7a7ad8-4dbc-4992-bd4a-36a54a4e10d1_1.c2b0c75b44f26303892304543385a1c9.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$46.78
23466143,The World of Ice & Fire : The Untold History of Westeros and the Game of Thrones,4.3,23,"//i5.walmartimages.com/asr/de2969ca-19d8-4fde-a4e3-fad5f155363a.fd444007795bf524e5947b908b9b63cb.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/de2969ca-19d8-4fde-a4e3-fad5f155363a.fd444007795bf524e5947b908b9b63cb.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$30.51
28980565,A Game of Thrones,4.3,454,"//i5.walmartimages.com/asr/ea70af69-1c64-40b6-a763-9f826fa8b4f0_1.5af700ef53331fb9d9180652989f6230.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/ea70af69-1c64-40b6-a763-9f826fa8b4f0_1.5af700ef53331fb9d9180652989f6230.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$18.91
953002918,Storm of Swords,4.6,199,"//i5.walmartimages.com/asr/f5bfa2be-0cfe-42df-b2fa-d7a293c95256_1.85705f1446fc9c22397cdeb9b5d69550.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/f5bfa2be-0cfe-42df-b2fa-d7a293c95256_1.85705f1446fc9c22397cdeb9b5d69550.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$16.57
195110325,Fire & Blood : 300 Years Before A Game of Thrones (A Targaryen History),0,0,"//i5.walmartimages.com/asr/ca618932-a248-41ea-9371-0bfde8781044_1.0f54f6281ba7f1e045a686144ada829c.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/ca618932-a248-41ea-9371-0bfde8781044_1.0f54f6281ba7f1e045a686144ada829c.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$19.80
605966458,A Clash of Kings,0,0,"//i5.walmartimages.com/asr/b44601b3-0cf8-46b0-a36b-c8f331cfe034_1.ee338bb5c1ea43375415241dcf6d0548.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/b44601b3-0cf8-46b0-a36b-c8f331cfe034_1.ee338bb5c1ea43375415241dcf6d0548.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$19.05
290623742,A Feast for Crows,3.8,211,"//i5.walmartimages.com/asr/25e0ab13-726e-417d-b6bf-c93046d3ffd0_1.cab6a96b965aeb14e040bc9565cd8401.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/25e0ab13-726e-417d-b6bf-c93046d3ffd0_1.cab6a96b965aeb14e040bc9565cd8401.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$16.57
45435175,A Knight of the Seven Kingdoms,4.3,21,"//i5.walmartimages.com/asr/410f6df2-b631-4b99-a5cd-353c47adf1ed_1.dcf45638c0a18cf0aa7cd14fa5c3c6d1.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/410f6df2-b631-4b99-a5cd-353c47adf1ed_1.dcf45638c0a18cf0aa7cd14fa5c3c6d1.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$21.94
248461883,A Knight of the Seven Kingdoms,0,0,"//i5.walmartimages.com/asr/0c0aa04f-b615-4d86-98cf-cc428f3e4a39_1.8593febdac160a75626533731a5af5a6.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/0c0aa04f-b615-4d86-98cf-cc428f3e4a39_1.8593febdac160a75626533731a5af5a6.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$14.38
179652754,The Lands of Ice and Fire (A Game of Thrones) : Maps from King's Landing to Across the Narrow Sea,5.0,1,"//i5.walmartimages.com/asr/f6b20bf5-270d-4753-a532-ef4b299b7d91_1.31e95220d4911bdb355a8ed71c9d5066.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/f6b20bf5-270d-4753-a532-ef4b299b7d91_1.31e95220d4911bdb355a8ed71c9d5066.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$28.45
45763027,A Knight of the Seven Kingdoms,4.3,21,"//i5.walmartimages.com/asr/1b94c145-a6fd-47a7-88f5-019b14a63976_1.9aa2a865b5925c4a90e511f45304b5d1.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/1b94c145-a6fd-47a7-88f5-019b14a63976_1.9aa2a865b5925c4a90e511f45304b5d1.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$26.88
20664828,"George R. R. Martin's A Game of Thrones 5-Book Boxed Set (Song of Ice and Fire Series) : A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, and A Dance with Dragons",4.2,15,"//i5.walmartimages.com/asr/2994de6c-33f4-45de-b2b4-e0ee070155ea_1.dcd75cf95cfa86c105e001f38bff031d.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/2994de6c-33f4-45de-b2b4-e0ee070155ea_1.dcd75cf95cfa86c105e001f38bff031d.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$62.10
558407191,Fire and Blood,0,0,"//i5.walmartimages.com/asr/4db4ead4-5527-4e86-b0a8-bf230c8fd89e.21cf2842c12d1044098f68eda90e66d5.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/4db4ead4-5527-4e86-b0a8-bf230c8fd89e.21cf2842c12d1044098f68eda90e66d5.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$15.74
156337036,Fire & Ice: Love Songs from 16th Century Venice,0,0,"//i5.walmartimages.com/asr/e0cbcae4-1fa5-4f6f-ba95-00f3fd1082c9_1.188c80b944670876e8f7b004f7ee4c73.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/e0cbcae4-1fa5-4f6f-ba95-00f3fd1082c9_1.188c80b944670876e8f7b004f7ee4c73.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$33.00
250685392,A Storm of Swords: The Illustrated Edition : The Illustrated Edition,0,0,"//i5.walmartimages.com/asr/af8d4eee-12ae-49ed-813e-db46b3cfcb37_1.adab7cf227e2b4021c17f8c343513525.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/af8d4eee-12ae-49ed-813e-db46b3cfcb37_1.adab7cf227e2b4021c17f8c343513525.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$36.00
744207475,Fire & Blood : 300 Years Before A Game of Thrones (A Targaryen History),0,0,"//i5.walmartimages.com/asr/6acc61c7-1cbc-4764-8058-b4a0b6fcff7b_1.9778ab7b35a0a35db1fe860a22e37b6f.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/6acc61c7-1cbc-4764-8058-b4a0b6fcff7b_1.9778ab7b35a0a35db1fe860a22e37b6f.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$39.37
873454506,Storm of Swords,4.6,199,"//i5.walmartimages.com/asr/4e9e83a2-1096-4c55-865c-a23eb2c10452_1.13fbe3c44e3e5727dafbfec16bcc757e.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/4e9e83a2-1096-4c55-865c-a23eb2c10452_1.13fbe3c44e3e5727dafbfec16bcc757e.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$45.34
267784887,Fire & Blood : 300 Years Before a Game of Thrones (a Targaryen History),4.3,12,"//i5.walmartimages.com/asr/58b20c49-4e35-491b-a218-d73cbee08f45_1.9c66f02a6bfa04e0ddeca9514fae849d.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/58b20c49-4e35-491b-a218-d73cbee08f45_1.9c66f02a6bfa04e0ddeca9514fae849d.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$25.22
437654922,A Clash Of Kings Illustrated ed,0,0,"//i5.walmartimages.com/asr/37a53145-c458-44d3-bbec-4fb56da6ec88_1.8a596f3952a1b368985cbc0d04d726a6.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/37a53145-c458-44d3-bbec-4fb56da6ec88_1.8a596f3952a1b368985cbc0d04d726a6.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$47.20
196457139,Game of Thrones Paperback Boxed Set (Mass Market Paperback),4.7,111,"//i5.walmartimages.com/asr/eb294d83-46cf-428a-ae8d-6760be2a5bd5_1.dcd75cf95cfa86c105e001f38bff031d.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/eb294d83-46cf-428a-ae8d-6760be2a5bd5_1.dcd75cf95cfa86c105e001f38bff031d.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$30.13
481511991,A Feast for Crows - Audiobook,0,0,"//i5.walmartimages.com/asr/5e67a689-f99d-4aa9-8498-2e2a5e9153a9.2e7d8dca7dfcbfdb24e6d040a4863708.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/5e67a689-f99d-4aa9-8498-2e2a5e9153a9.2e7d8dca7dfcbfdb24e6d040a4863708.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$45.00
21139472,Night's Watch,0,0,"//i5.walmartimages.com/asr/13fbd86f-f2aa-41ae-90e3-671112d790fa_1.3eb5673eb6999273ba049f40dba042d3.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/13fbd86f-f2aa-41ae-90e3-671112d790fa_1.3eb5673eb6999273ba049f40dba042d3.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$17.15
24838729,The Wit & Wisdom of Tyrion Lannister,2.8,6,"//i5.walmartimages.com/asr/8dadfc10-ee7a-4fd5-bcf8-66138e672870_1.9a1e80450d64342e96208e6d1859be0e.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/8dadfc10-ee7a-4fd5-bcf8-66138e672870_1.9a1e80450d64342e96208e6d1859be0e.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$13.03
513869915,Fuego y Sangre - Audiobook,0,0,"//i5.walmartimages.com/asr/89381b66-50d0-46c3-a969-2ed76c11a218_1.a4e9c2a917245d850e02392b6f84ba7d.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff 1x, //i5.walmartimages.com/asr/89381b66-50d0-46c3-a969-2ed76c11a218_1.a4e9c2a917245d850e02392b6f84ba7d.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff 2x",$45.00
